ctls.c,444,,SETUP: file to register is C:\WINDOWS\SysWOW64\dmloader.dll...
03/01/2020 19:07:14,d:\srvrtm\base\ntsetup\syssetup\ctls.c,444,,SETUP: file to register is C:\WINDOWS\SysWOW64\dpnhpast.dll...
03/01/2020 19:07:14,d:\srvrtm\base\ntsetup\syssetup\ctls.c,467,,SETUP: C:\WINDOWS\SysWOW64\dpnhpast.dll registered successfully
03/01/2020 19:07:14,d:\srvrtm\base\ntsetup\syssetup\ctls.c,444,,SETUP: file to register is C:\WINDOWS\SysWOW64\dpnhupnp.dll...
03/01/2020 19:07:14,d:\srvrtm\base\ntsetup\syssetup\ctls.c,467,,SETUP: C:\WINDOWS\SysWOW64\dpnhupnp.dll registered successfully
03/01/2020 19:07:14,d:\srvrtm\base\ntsetup\syssetup\ctls.c,444,,SETUP: file to register is C:\WINDOWS\SysWOW64\dpvoice.dll...
03/01/2020 19:07:14,d:\srvrtm\base\ntsetup\syssetup\ctls.c,467,,SETUP: C:\WINDOWS\SysWOW64\dpvoice.dll registered successfully
03/01/2020 19:07:14,d:\srvrtm\base\ntsetup\syssetup\ctls.c,444,,SETUP: file to register is C:\WINDOWS\SysWOW64\dpvvox.dll...
03/01/2020 19:07:14,d:\srvrtm\base\ntsetup\syssetup\ctls.c,467,,SETUP: C:\WINDOWS\SysWOW64\dpvvox.dll registered successfully
03/01/2020 19:07:14,d:\srvrtm\base\ntsetup\syssetup\ctls.c,444,,SETUP: file to register is C:\WINDOWS\SysWOW64\dpvacm.dll...
03/01/2020 19:07:14,d:\srvrtm\base\ntsetup\syssetup\ctls.c,467,,SETUP: C:\WINDOWS\SysWOW64\dpvacm.dll registered successfully
03/01/2020 19:07:14,d:\srvrtm\base\ntsetup\syssetup\ctls.c,444,,SETUP: file to register is C:\WINDOWS\SysWOW64\dplayx.dll...
03/01/2020 19:07:14,d:\srvrtm\base\ntsetup\syssetup\ctls.c,467,,SETUP: C:\WINDOWS\SysWOW64\dplayx.dll registered successfully
03/01/2020 19:07:14,d:\srvrtm\base\ntsetup\syssetup\ctls.c,444,,SETUP: file to register is C:\WINDOWS\SysWOW64\rundll32.exe...
03/01/2020 19:07:14,d:\srvrtm\base\ntsetup\syssetup\ctls.c,467,,SETUP: C:\WINDOWS\SysWOW64\rundll32.exe registered successfully
03/01/2020 19:07:14,d:\srvrtm\base\ntsetup\syssetup\ctls.c,444,,SETUP: file to register is C:\WINDOWS\SysWOW64\pdh.dll...
03/01/2020 19:07:14,d:\srvrtm\base\ntsetup\syssetup\ctls.c,467,,SETUP: C:\WINDOWS\SysWOW64\pdh.dll registered successfully
03/01/2020 19:07:14,d:\srvrtm\base\ntsetup\syssetup\syssetup.c,6200,END_SECTION,Processing RegSvr Sections
03/01/2020 19:07:14,d:\srvrtm\base\ntsetup\syssetup\syssetup.c,6204,BEGIN_SECTION,DoRunonce
03/01/2020 19:07:17,d:\srvrtm\base\ntsetup\syssetup\log.c,316,,The external program RUNONCE -r returned exit code 1.

03/01/2020 19:07:19,d:\srvrtm\base\ntsetup\syssetup\log.c,316,,The external program C:\WINDOWS\SysWOW64\RUNONCE.EXE -r returned exit code 1.

03/01/2020 19:07:19,d:\srvrtm\base\ntsetup\syssetup\syssetup.c,6206,END_SECTION,DoRunonce
03/01/2020 19:07:19,d:\srvrtm\base\ntsetup\syssetup\syssetup.c,6215,BEGIN_SECTION,Configuring Setup
03/01/2020 19:07:19,d:\srvrtm\base\ntsetup\syssetup\services.c,334,,MyChangeServiceConfig: LockingServiceDatabase for service Spooler
03/01/2020 19:07:19,d:\srvrtm\base\ntsetup\syssetup\services.c,408,,MyChangeServiceConfig: Unlocked ServiceDatabase for service Spooler
03/01/2020 19:07:19,d:\srvrtm\base\ntsetup\syssetup\printer.c,131,,StartSpooler: Just opened service Spooler
03/01/2020 19:07:19,d:\srvrtm\base\ntsetup\syssetup\printer.c,134,,StartSpooler: Just started service Spooler, ret=0, error=1056
03/01/2020 19:07:19,d:\srvrtm\base\ntsetup\syssetup\printer.c,253,,StartSpooler: Just closed service handler Spooler
03/01/2020 19:07:19,d:\srvrtm\base\ntsetup\syssetup\services.c,334,,MyChangeServiceConfig: LockingServiceDatabase for service EventLog
03/01/2020 19:07:19,d:\srvrtm\base\ntsetup\syssetup\services.c,408,,MyChangeServiceConfig: Unlocked ServiceDatabase for service EventLog
03/01/2020 19:07:19,d:\srvrtm\base\ntsetup\syssetup\services.c,334,,MyChangeServiceConfig: LockingServiceDatabase for service ClipSrv
03/01/2020 19:07:19,d:\srvrtm\base\ntsetup\syssetup\services.c,408,,MyChangeServiceConfig: Unlocked ServiceDatabase for service ClipSrv
03/01/2020 19:07:19,d:\srvrtm\base\ntsetup\syssetup\services.c,334,,MyChangeServiceConfig: LockingServiceDatabase for service NetDDE
03/01/2020 19:07:19,d:\srvrtm\base\ntsetup\syssetup\services.c,408,,MyChangeServiceConfig: Unlocked ServiceDatabase for service NetDDE
03/01/2020 19:07:19,d:\srvrtm\base\ntsetup\syssetup\services.c,334,,MyChangeServiceConfig: LockingServiceDatabase for service NetDDEdsdm
03/01/2020 19:07:19,d:\srvrtm\base\ntsetup\syssetup\services.c,408,,MyChangeServiceConfig: Unlocked ServiceDatabase for service NetDDEdsdm
03/01/2020 19:07:19,d:\srvrtm\base\ntsetup\syssetup\syssetup.c,4056,BEGIN_SECTION,Loading service pack (phase 4)
03/01/2020 19:07:19,d:\srvrtm\base\ntsetup\syssetup\syssetup.c,4058,END_SECTION,Loading service pack (phase 4)
03/01/2020 19:07:19,d:\srvrtm\base\ntsetup\syssetup\syssetup.c,4065,BEGIN_SECTION,Network setup handling Internet Server issues
03/01/2020 19:07:19,d:\srvrtm\base\ntsetup\syssetup\syssetup.c,4071,END_SECTION,Network setup handling Internet Server issues
03/01/2020 19:07:19,d:\srvrtm\base\ntsetup\syssetup\syssetup.c,4098,BEGIN_SECTION,Setting up virtual memory
03/01/2020 19:07:19,d:\srvrtm\base\ntsetup\syssetup\log.c,316,,SetUpVirtualMemory: ENTER

03/01/2020 19:07:19,d:\srvrtm\base\ntsetup\syssetup\log.c,316,,BuildVolumeFreeSpaceList: C:\, spc=8, bps=512, freeclus=476894, totalclus=785224

03/01/2020 19:07:19,d:\srvrtm\base\ntsetup\syssetup\log.c,316,,BuildVolumeFreeSpaceList: C:\, FreeSpace = 01953357824

03/01/2020 19:07:19,d:\srvrtm\base\ntsetup\syssetup\log.c,316,,BuildVolumeFreeSpaceList: C:\ had 104857600 byte pagefile, new FreeSpace = 02058215424

03/01/2020 19:07:19,d:\srvrtm\base\ntsetup\syssetup\log.c,316,,BuildVolumeFreeSpaceList: Free space on C:\ is 1962 MB

03/01/2020 19:07:19,d:\srvrtm\base\ntsetup\syssetup\log.c,316,,SetUpVirtualMemory: loc 1

03/01/2020 19:07:19,d:\srvrtm\base\ntsetup\syssetup\log.c,316,,Setup configured the system to place a 768 MB pagefile on drive C:.

03/01/2020 19:07:19,d:\srvrtm\base\ntsetup\syssetup\registry.c,648,,Setup: skipping creation of 32 bit registry key for data under 80000002 \ System\CurrentControlSet\Control\CrashControl 

03/01/2020 19:07:19,d:\srvrtm\base\ntsetup\syssetup\log.c,316,,Crashdump was enabled.

03/01/2020 19:07:19,d:\srvrtm\base\ntsetup\syssetup\log.c,316,,SetUpVirtualMemory: EXIT (1)

03/01/2020 19:07:19,d:\srvrtm\base\ntsetup\syssetup\syssetup.c,4106,END_SECTION,Setting up virtual memory
03/01/2020 19:07:19,d:\srvrtm\base\ntsetup\syssetup\syssetup.c,4117,BEGIN_SECTION,Processing [RunPrograms] section
03/01/2020 19:07:19,d:\srvrtm\base\ntsetup\syssetup\syssetup.c,4119,END_SECTION,Processing [RunPrograms] section
03/01/2020 19:07:19,d:\srvrtm\base\ntsetup\syssetup\syssetup.c,2810,,Power scheme: laptop.
03/01/2020 19:07:19,d:\srvrtm\base\ntsetup\syssetup\syssetup.c,2814,,SetActivePwrScheme succeeded.
03/01/2020 19:07:19,d:\srvrtm\base\ntsetup\syssetup\syssetup.c,4179,BEGIN_SECTION,Saving hives
03/01/2020 19:07:19,d:\srvrtm\base\ntsetup\syssetup\syssetup.c,4193,END_SECTION,Saving hives
03/01/2020 19:07:19,d:\srvrtm\base\ntsetup\syssetup\syssetup.c,4222,BEGIN_SECTION,Copying optional directories
03/01/2020 19:07:19,d:\srvrtm\base\ntsetup\syssetup\syssetup.c,4227,END_SECTION,Copying optional directories
03/01/2020 19:07:19,d:\srvrtm\base\ntsetup\syssetup\syssetup.c,6217,END_SECTION,Configuring Setup
03/01/2020 19:07:19,d:\srvrtm\base\ntsetup\syssetup\syssetup.c,6222,BEGIN_SECTION,Configuring Common
03/01/2020 19:07:19,d:\srvrtm\base\ntsetup\syssetup\syssetup.c,4499,BEGIN_SECTION,Generating security templates
03/01/2020 19:07:23,d:\srvrtm\base\ntsetup\syssetup\syssetup.c,4501,END_SECTION,Generating security templates
03/01/2020 19:07:23,d:\srvrtm\base\ntsetup\syssetup\copy.c,644,,SETUP: Marked file perfmon.msc read-only
03/01/2020 19:07:23,d:\srvrtm\base\ntsetup\syssetup\syssetup.c,6224,END_SECTION,Configuring Common
03/01/2020 19:07:23,d:\srvrtm\base\ntsetup\syssetup\syssetup.c,6323,BEGIN_SECTION,Fix the security on <All Users\Application Data\Microsoft\Windows NT>
03/01/2020 19:07:23,d:\srvrtm\base\ntsetup\syssetup\log.c,316,,Setup invoked the external program shmgrate.exe Fix-HTML-Help.

03/01/2020 19:07:23,d:\srvrtm\base\ntsetup\syssetup\syssetup.c,6325,END_SECTION,Fix the security on <All Users\Application Data\Microsoft\Windows NT>
03/01/2020 19:07:23,d:\srvrtm\base\ntsetup\syssetup\syssetup.c,6330,BEGIN_SECTION,Migrating exception packages
03/01/2020 19:07:23,d:\srvrtm\base\ntsetup\syssetup\syssetup.c,6332,END_SECTION,Migrating exception packages
03/01/2020 19:07:23,d:\srvrtm\base\ntsetup\syssetup\syssetup.c,6348,BEGIN_SECTION,Running SFC
03/01/2020 19:07:32,d:\srvrtm\base\ntsetup\syssetup\syssetup.c,6350,END_SECTION,Running SFC
03/01/2020 19:07:32,d:\srvrtm\base\ntsetup\syssetup\registry.c,1578,BEGIN_SECTION,DeleteCurrentProductIdInRegistry
03/01/2020 19:07:32,d:\srvrtm\base\ntsetup\syssetup\registry.c,1591,END_SECTION,DeleteCurrentProductIdInRegistry
03/01/2020 19:07:32,d:\srvrtm\base\ntsetup\syssetup\registry.c,648,,Setup: skipping creation of 32 bit registry key for data under 80000002 \ SYSTEM\CurrentControlSet\Control\Session Manager\Executive 

03/01/2020 19:07:32,d:\srvrtm\base\ntsetup\syssetup\registry.c,648,,Setup: skipping creation of 32 bit registry key for data under 80000002 \ SYSTEM\Setup 

03/01/2020 19:07:32,d:\srvrtm\base\ntsetup\syssetup\syssetup.c,6475,BEGIN_SECTION,Saving repair info
03/01/2020 19:07:34,d:\srvrtm\base\ntsetup\syssetup\syssetup.c,6477,END_SECTION,Saving repair info
03/01/2020 19:07:34,d:\srvrtm\base\ntsetup\syssetup\syssetup.c,6486,BEGIN_SECTION,Removing Temporary Files
03/01/2020 19:07:34,d:\srvrtm\base\ntsetup\syssetup\utils.cpp,18,,Setup: Activationrequired
03/01/2020 19:07:34,d:\srvrtm\base\ntsetup\syssetup\syssetup.c,5182,,Setup: (Information) activation icons removed

03/01/2020 19:07:34,d:\srvrtm\base\ntsetup\syssetup\log.c,316,,DUInfo: DuInstallUpdatesInfFinal is disabled
03/01/2020 19:07:34,d:\srvrtm\base\ntsetup\syssetup\cmdline.c,229,,SETUP: SpSetupLoadParameter was unable to find DynamicUpdateAdditionalPostGuiDrivers.
03/01/2020 19:07:34,d:\srvrtm\base\ntsetup\syssetup\syssetup.c,5657,BEGIN_SECTION,Setting up Crash Recovery
03/01/2020 19:07:34,d:\srvrtm\base\ntsetup\syssetup\syssetup.c,5661,END_SECTION,Setting up Crash Recovery
03/01/2020 19:07:38,d:\srvrtm\base\ntsetup\syssetup\syssetup.c,6504,END_SECTION,Removing Temporary Files
03/01/2020 19:07:38,d:\srvrtm\base\ntsetup\syssetup\syssetup.c,6511,,SETUP: CallSceSetupRootSecurity completed
03/01/2020 19:07:38,d:\srvrtm\base\ntsetup\syssetup\syssetup.c,6528,,SETUP: Changing registry quota from 576017748 to 288008874...
03/01/2020 19:07:38,d:\srvrtm\base\ntsetup\syssetup\syssetup.c,6533,,SETUP:    ... succeeded
03/01/2020 19:07:38,d:\srvrtm\base\ntsetup\syssetup\services.c,496,,SetupStartService: Sending StartService to <Eventlog>

03/01/2020 19:07:38,d:\srvrtm\base\ntsetup\syssetup\services.c,498,,SetupStartService: Sent StartService to <Eventlog>

03/01/2020 19:07:38,d:\srvrtm\base\ntsetup\syssetup\welcome.c,944,END_SECTION,Copying Files Page
03/01/2020 19:07:38,d:\srvrtm\base\ntsetup\syssetup\welcome.c,1110,BEGIN_SECTION,Finish Page
03/01/2020 19:07:38,d:\srvrtm\base\ntsetup\syssetup\syssetup.c,6553,END_SECTION,FinishThread
03/01/2020 19:07:38,d:\srvrtm\base\ntsetup\syssetup\syssetup.c,6968,END_SECTION,Wizard
03/01/2020 19:07:38,d:\srvrtm\base\ntsetup\syssetup\syssetup.c,6972,BEGIN_SECTION,Recovery
03/01/2020 19:07:38,d:\srvrtm\base\ntsetup\syssetup\syssetup.c,6976,END_SECTION,Recovery
03/01/2020 19:07:38,d:\srvrtm\base\ntsetup\syssetup\syssetup.c,6978,BEGIN_SECTION,Shutdown
03/01/2020 19:07:38,d:\srvrtm\base\ntsetup\syssetup\log.c,316,,GUI mode Setup has finished.

03/01/2020 19:07:38,d:\srvrtm\base\ntsetup\syssetup\syssetup.c,6980,END_SECTION,Shutdown
03/01/2020 19:07:38,d:\srvrtm\base\ntsetup\syssetup\registry.c,3620,,LogPidValues: ProductId20FromProductId30 is NOT empty

03/01/2020 19:07:38,d:\srvrtm\base\ntsetup\syssetup\registry.c,3638,,LogPidValues: DigitalProductId is NOT empty

03/01/2020 19:07:38,d:\srvrtm\base\ntsetup\syssetup\syssetup.c,6992,END_SECTION,Installing Windows NT
